Ticker,MA1,MA2,RSI,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
PPL,14,30,14,0,0,0,0,0.0,,
PRAENG,14,30,14,1,1,0,786,0.79,13.350000381469727,14.050000190734863
PRAJIND,14,30,14,0,0,0,0,0.0,,
PRAKASH,14,30,14,3,1,2,-14530,-14.53,"95.94828033447266, 61.77373504638672, 83.6500015258789","43.345436096191406, 90.75720977783203, 50.599998474121094"
PRAXIS,14,30,14,0,0,0,0,0.0,,
PRECAM,14,30,14,0,0,0,0,0.0,,
PRECOT,14,30,14,3,1,2,2035,2.03,"114.63333129882812, 85.44999694824219, 108.0999984741211","73.19999694824219, 58.54999923706055, 190.1999969482422"
PRECWIRE,14,30,14,2,1,1,68628,68.63,"8.526665687561035, 7.039999961853027","5.706665992736816, 25.280000686645508"
PREMEXPLN,14,30,14,0,0,0,0,0.0,,
PREMIERPOL,14,30,14,1,1,0,15939,15.94,16.649999618530273,27.25
PRESTIGE,14,30,14,2,0,2,-23374,-23.37,"273.8999938964844, 383.29998779296875","209.85000610351562, 168.1999969482422"
PRICOLLTD,14,30,14,2,0,2,-12950,-12.95,"25.691560745239258, 72.76312255859375","15.423826217651367, 70.140625"
PRIMESECU,14,30,14,1,1,0,57405,57.4,13.399999618530273,39.099998474121094
PRINCEPIPE,14,30,14,0,0,0,0,0.0,,
PRITIKAUTO,14,30,14,0,0,0,0,0.0,,
PRIVISCL,14,30,14,0,0,0,0,0.0,,
PROZONER,14,30,14,1,0,1,-11162,-11.16,34.400001525878906,21.350000381469727
PRSMJOHNSN,14,30,14,4,0,4,-19907,-19.91,"56.45000076293945, 75.25, 121.9000015258789, 128.10000610351562","46.25, 61.849998474121094, 104.55000305175781, 104.3499984741211"
PSB,14,30,14,1,0,1,-8924,-8.92,64.25,45.099998474121094
PSPPROJECT,14,30,14,0,0,0,0,0.0,,
PTC,14,30,14,3,0,3,-18880,-18.88,"112.05000305175781, 95.30000305175781, 103.5","80.94999694824219, 85.05000305175781, 76.75"
PTL,14,30,14,2,1,1,6048,6.05,"14.850000381469727, 20.25","14.800000190734863, 23.549999237060547"
PUNJABCHEM,14,30,14,2,2,0,11092,11.09,"106.4000015258789, 875.25","115.0999984741211, 1132.550048828125"
PURVA,14,30,14,2,0,2,-15853,-15.85,"96.69999694824219, 109.9000015258789","63.70000076293945, 89.69999694824219"
PVP,14,30,14,1,0,1,-12405,-12.41,8.100000381469727,5.050000190734863
QUESS,14,30,14,1,0,1,-9904,-9.9,869.3499755859375,590.2000122070312
QUICKHEAL,14,30,14,1,0,1,-11072,-11.07,270.25,169.4499969482422
RADICO,14,30,14,0,0,0,0,0.0,,
RADIOCITY,14,30,14,0,0,0,0,0.0,,
RAILTEL,14,30,14,0,0,0,0,0.0,,
RAJESHEXPO,14,30,14,1,0,1,-10299,-10.3,842.5999755859375,541.6500244140625
RAJMET,14,30,14,0,0,0,0,0.0,,
RAJRILTD,14,30,14,1,0,1,-28050,-28.05,30.0,1.7999999523162842
RAJSREESUG,14,30,14,2,0,2,-11412,-11.41,"101.19999694824219, 47.849998474121094","62.849998474121094, 46.5"
RAJTV,14,30,14,1,1,0,23233,23.23,23.112499237060547,42.900001525878906
RALLIS,14,30,14,3,1,2,-11928,-11.93,"30.676666259765625, 182.60000610351562, 290.70001220703125","22.376665115356445, 187.14999389648438, 233.89999389648438"
RAMANEWS,14,30,14,1,0,1,-15114,-15.11,24.700000762939453,15.300000190734863
RAMASTEEL,14,30,14,0,0,0,0,0.0,,
RAMCOCEM,14,30,14,2,1,1,-4393,-4.39,"148.35000610351562, 1018.2000122070312","152.1999969482422, 835.25"
RAMCOIND,14,30,14,3,1,2,32705,32.7,"67.4000015258789, 72.5, 269.95001220703125","42.04999923706055, 197.9499969482422, 210.8000030517578"
RAMCOSYS,14,30,14,1,0,1,-15856,-15.86,651.0999755859375,301.29998779296875
RAMKY,14,30,14,0,0,0,0,0.0,,
RANASUG,14,30,14,2,2,0,73001,73.0,"4.949999809265137, 7.199999809265137","7.199999809265137, 20.950000762939453"
RANEENGINE,14,30,14,1,1,0,14532,14.53,353.0,524.9000244140625
RANEHOLDIN,14,30,14,2,1,1,69089,69.09,"213.6999969482422, 395.54998779296875","184.6999969482422, 1342.5"
RATEGAIN,14,30,14,0,0,0,0,0.0,,
RATNAMANI,14,30,14,2,2,0,72218,72.22,"89.80000305175781, 489.1666564941406","283.3333435058594, 604.933349609375"
RAYMOND,14,30,14,1,0,1,-3216,-3.22,462.6499938964844,413.29998779296875
RBA,14,30,14,0,0,0,0,0.0,,
RBL,14,30,14,2,1,1,89843,89.84,"204.64999389648438, 800.2000122070312","864.5499877929688, 612.0499877929688"
RBLBANK,14,30,14,0,0,0,0,0.0,,
RCF,14,30,14,3,0,3,-25767,-25.77,"92.80000305175781, 66.69999694824219, 88.25","74.3499984741211, 44.400001525878906, 59.70000076293945"
RECLTD,14,30,14,3,0,3,-24123,-24.12,"119.88750457763672, 144.9375, 118.38749694824219","94.96875, 93.5250015258789, 91.9124984741211"
REDINGTON,14,30,14,2,1,1,-5280,-5.28,"38.08000183105469, 74.0999984741211","38.42499923706055, 59.54999923706055"
REFEX,14,30,14,0,0,0,0,0.0,,
RELAXO,14,30,14,1,1,0,65138,65.14,303.42498779296875,967.3499755859375
RELIANCE,14,30,14,0,0,0,0,0.0,,
RELIGARE,14,30,14,0,0,0,0,0.0,,
RELINFRA,14,30,14,2,0,2,-20043,-20.04,"1205.5, 699.2999877929688","783.5499877929688, 473.20001220703125"
REMSONSIND,14,30,14,2,2,0,58575,58.57,"30.049999237060547, 158.6999969482422","81.0, 191.10000610351562"
RENUKA,14,30,14,1,0,1,-17761,-17.76,63.29999923706055,25.25
REPCOHOME,14,30,14,0,0,0,0,0.0,,
REPL,14,30,14,0,0,0,0,0.0,,
REPRO,14,30,14,1,1,0,37698,37.7,244.25,561.7000122070312
RESPONIND,14,30,14,1,0,1,-9108,-9.11,118.4000015258789,92.3499984741211
RGL,14,30,14,1,0,1,-3756,-3.76,116.2699966430664,100.75
RHFL,14,30,14,0,0,0,0,0.0,,
RHIM,14,30,14,2,2,0,41447,41.45,"119.30000305175781, 319.6000061035156","178.8000030517578, 570.5499877929688"
RICOAUTO,14,30,14,1,1,0,11923,11.92,21.25,28.399999618530273
RIIL,14,30,14,0,0,0,0,0.0,,
RITES,14,30,14,0,0,0,0,0.0,,
RKEC,14,30,14,1,0,1,-13340,-13.34,94.05000305175781,52.849998474121094
RKFORGE,14,30,14,2,1,1,-5316,-5.32,"48.97999954223633, 151.0800018310547","56.970001220703125, 106.83999633789062"
RML,14,30,14,2,2,0,8956,8.96,"94.4000015258789, 219.75","103.1500015258789, 275.45001220703125"
ROHLTD,14,30,14,0,0,0,0,0.0,,
ROLEXRINGS,14,30,14,0,0,0,0,0.0,,
ROSSARI,14,30,14,0,0,0,0,0.0,,
ROSSELLIND,14,30,14,0,0,0,0,0.0,,
ROUTE,14,30,14,0,0,0,0,0.0,,
RPGLIFE,14,30,14,2,1,1,72156,72.16,"73.05000305175781, 98.44999694824219","70.19999694824219, 341.29998779296875"
RPOWER,14,30,14,0,0,0,0,0.0,,
RPPINFRA,14,30,14,1,1,0,51321,51.32,57.457733154296875,158.263427734375
RPPL,14,30,14,1,0,1,-2182,-2.18,49.5,46.81666564941406
RPSGVENT,14,30,14,1,0,1,-10502,-10.5,700.7000122070312,450.6499938964844
RSSOFTWARE,14,30,14,1,0,1,-10205,-10.21,38.20000076293945,25.399999618530273
RSWM,14,30,14,2,2,0,48559,48.56,"83.18426513671875, 172.23243713378906","215.5869598388672, 184.5"
RSYSTEMS,14,30,14,0,0,0,0,0.0,,
RTNINDIA,14,30,14,1,1,0,125493,125.49,6.800000190734863,35.150001525878906
RTNPOWER,14,30,14,0,0,0,0,0.0,,
RUBYMILLS,14,30,14,0,0,0,0,0.0,,
RUCHINFRA,14,30,14,1,0,1,-21628,-21.63,23.5,8.0
RUCHIRA,14,30,14,1,0,1,-17312,-17.31,19.454544067382812,8.954545021057129
RUPA,14,30,14,2,0,2,-17317,-17.32,"395.79998779296875, 396.79998779296875","305.8500061035156, 322.79998779296875"
RUSHIL,14,30,14,0,0,0,0,0.0,,
RVHL,14,30,14,0,0,0,0,0.0,,
RVNL,14,30,14,0,0,0,0,0.0,,
S&SPOWER,14,30,14,0,0,0,0,0.0,,
SADBHAV,14,30,14,3,0,3,-11511,-11.51,"128.72450256347656, 224.4499969482422, 379.6499938964844","115.05000305175781, 208.14999389648438, 286.79998779296875"
SADBHIN,14,30,14,0,0,0,0,0.0,,
SAFARI,14,30,14,0,0,0,0,0.0,,
SAGCEM,14,30,14,2,2,0,39697,39.7,"69.0999984741211, 174.8800048828125","149.80999755859375, 189.75"
SAIL,14,30,14,2,0,2,-23757,-23.76,"252.5500030517578, 119.5","160.89999389648438, 68.55000305175781"
SAKAR,14,30,14,0,0,0,0,0.0,,
SAKHTISUG,14,30,14,1,0,1,-301,-0.3,29.899999618530273,27.799999237060547
SAKSOFT,14,30,14,0,0,0,0,0.0,,
SAKUMA,14,30,14,0,0,0,0,0.0,,
SALASAR,14,30,14,0,0,0,0,0.0,,
SALZERELEC,14,30,14,0,0,0,0,0.0,,
SANDESH,14,30,14,1,1,0,3583,3.58,217.64999389648438,240.60000610351562
SANDHAR,14,30,14,0,0,0,0,0.0,,
SANGAMIND,14,30,14,2,1,1,47520,47.52,"59.849998474121094, 83.3499984741211","39.29999923706055, 243.25"
SANGHIIND,14,30,14,2,1,1,-2177,-2.18,"37.54999923706055, 67.5","48.95000076293945, 39.79999923706055"
SANGHVIMOV,14,30,14,1,1,0,16550,16.55,154.9499969482422,239.85000610351562
SANOFI,14,30,14,2,2,0,59872,59.87,"1622.199951171875, 4971.4501953125","4049.39990234375, 7561.10009765625"
SANSERA,14,30,14,0,0,0,0,0.0,,
SAPPHIRE,14,30,14,0,0,0,0,0.0,,
SARDAEN,14,30,14,2,1,1,-8470,-8.47,"28.219999313354492, 23.46500015258789","12.399999618530273, 29.9950008392334"
SAREGAMA,14,30,14,3,2,1,71667,71.67,"14.08925724029541, 65.74176788330078, 103.14949798583984","20.907894134521484, 51.58932876586914, 315.61102294921875"
SARLAPOLY,14,30,14,3,2,1,55463,55.46,"13.59000015258789, 16.010000228881836, 36.849998474121094","8.850000381469727, 50.70000076293945, 37.349998474121094"
SARVESHWAR,14,30,14,0,0,0,0,0.0,,
SASKEN,14,30,14,1,0,1,-3371,-3.37,930.3499755859375,826.7999877929688
SASTASUNDR,14,30,14,2,2,0,15050,15.05,"51.099998474121094, 163.60000610351562","55.900001525878906, 225.89999389648438"
SATIA,14,30,14,0,0,0,0,0.0,,
SATIN,14,30,14,0,0,0,0,0.0,,
SBC,14,30,14,0,0,0,0,0.0,,
SBCL,14,30,14,0,0,0,0,0.0,,
SBICARD,14,30,14,0,0,0,0,0.0,,
SBILIFE,14,30,14,0,0,0,0,0.0,,
SBIN,14,30,14,3,0,3,-15448,-15.45,"270.2799987792969, 288.29998779296875, 352.5","224.4499969482422, 249.89999389648438, 273.8500061035156"
SCHAEFFLER,14,30,14,1,1,0,24205,24.21,424.2099914550781,772.3099975585938
SCHAND,14,30,14,0,0,0,0,0.0,,
SCHNEIDER,14,30,14,1,0,1,-7548,-7.55,132.0500030517578,99.05000305175781
SCI,14,30,14,0,0,0,0,0.0,,
SDBL,14,30,14,1,0,1,-12782,-12.78,55.09706497192383,31.325069427490234
SEAMECLTD,14,30,14,2,1,1,9033,9.03,"143.60000610351562, 172.64999389648438","93.25, 270.04998779296875"
SELAN,14,30,14,1,0,1,-2206,-2.21,386.04998779296875,354.54998779296875
SELMC,14,30,14,1,0,1,-31130,-31.13,2300.0,5.150000095367432
SEPC,14,30,14,0,0,0,0,0.0,,
SEQUENT,14,30,14,0,0,0,0,0.0,,
SESHAPAPER,14,30,14,1,0,1,-8075,-8.08,41.58000183105469,32.400001525878906
SFL,14,30,14,1,1,0,11618,11.62,869.9500122070312,1224.199951171875
SGIL,14,30,14,0,0,0,0,0.0,,
SHAKTIPUMP,14,30,14,2,0,2,-18957,-18.96,"405.45001220703125, 744.4500122070312","312.1499938964844, 429.70001220703125"
SHALBY,14,30,14,1,0,1,-11578,-11.58,180.35000610351562,111.4000015258789
SHALPAINTS,14,30,14,2,1,1,-2268,-2.27,"109.15959167480469, 124.25","73.93522644042969, 147.0"
SHANKARA,14,30,14,1,0,1,-605,-0.61,653.0499877929688,641.1500244140625
SHANTIGEAR,14,30,14,1,1,0,6034,6.03,67.05000305175781,80.4000015258789
SHARDACROP,14,30,14,0,0,0,0,0.0,,
SHARDAMOTR,14,30,14,0,0,0,0,0.0,,
SHAREINDIA,14,30,14,0,0,0,0,0.0,,
SHEMAROO,14,30,14,0,0,0,0,0.0,,
SHILPAMED,14,30,14,0,0,0,0,0.0,,
SHIVALIK,14,30,14,0,0,0,0,0.0,,
SHIVAMAUTO,14,30,14,2,1,1,35076,35.08,"16.987836837768555, 82.00704193115234","41.7016487121582, 54.96612548828125"
SHIVATEX,14,30,14,1,0,1,-10012,-10.01,242.5,158.25
SHK,14,30,14,0,0,0,0,0.0,,
SHOPERSTOP,14,30,14,4,1,3,-16728,-16.73,"203.07691955566406, 441.46746826171875, 523.7396240234375, 530.5088500976562","248.94674682617188, 353.0414123535156, 389.1124267578125, 355.7869873046875"
SHREDIGCEM,14,30,14,0,0,0,0,0.0,,
SHREECEM,14,30,14,4,1,3,99545,99.54,"1932.050048828125, 3219.39990234375, 21618.75, 28653.30078125","1658.5999755859375, 15554.2001953125, 17546.349609375, 24444.849609375"
SHREEPUSHK,14,30,14,1,0,1,-1607,-1.61,192.0,186.39999389648438
SHREERAMA,14,30,14,2,1,1,-13337,-13.34,"7.603978157043457, 8.172090530395508","2.7968649864196777, 9.614225387573242"
SHREYAS,14,30,14,3,1,2,19774,19.77,"89.55000305175781, 584.0999755859375, 291.1000061035156","203.60000610351562, 298.70001220703125, 239.35000610351562"
SHRIPISTON,14,30,14,0,0,0,0,0.0,,
SHRIRAMFIN,14,30,14,4,1,3,-17923,-17.92,"477.2381286621094, 794.7310791015625, 1247.3668212890625, 1390.0999755859375","487.1278381347656, 616.180908203125, 881.253662109375, 1203.3499755859375"
SHRIRAMPPS,14,30,14,0,0,0,0,0.0,,
SHYAMCENT,14,30,14,1,1,0,35625,35.62,8.0,16.700000762939453
SHYAMMETL,14,30,14,0,0,0,0,0.0,,
SIEMENS,14,30,14,3,0,3,-11667,-11.67,"711.9000244140625, 1455.1500244140625, 1470.199951171875","688.9500122070312, 1188.8499755859375, 1113.4000244140625"
SIGACHI,14,30,14,0,0,0,0,0.0,,
SIGIND,14,30,14,1,0,1,-12091,-12.09,55.400001525878906,35.5
SIGMA,14,30,14,0,0,0,0,0.0,,
SILINV,14,30,14,2,2,0,44493,44.49,"78.0, 232.0500030517578","182.0500030517578, 271.3500061035156"
SILVERTUC,14,30,14,0,0,0,0,0.0,,
SIMPLEXINF,14,30,14,2,0,2,-16016,-16.02,"305.1499938964844, 484.54998779296875","196.35000610351562, 388.6499938964844"
SINTERCOM,14,30,14,0,0,0,0,0.0,,
SIRCA,14,30,14,0,0,0,0,0.0,,
SIS,14,30,14,0,0,0,0,0.0,,
SJS,14,30,14,0,0,0,0,0.0,,
SJVN,14,30,14,0,0,0,0,0.0,,
SKFINDIA,14,30,14,4,4,0,33853,33.85,"461.6000061035156, 936.5499877929688, 1599.800048828125, 2874.699951171875","579.2999877929688, 1213.1500244140625, 1869.800048828125, 4158.64990234375"
SKIPPER,14,30,14,1,0,1,-11960,-11.96,87.78005981445312,53.14674377441406
SKMEGGPROD,14,30,14,1,1,0,184800,184.8,10.0,70.55000305175781
SMARTLINK,14,30,14,1,1,0,307,0.31,87.94999694824219,90.44999694824219
SMCGLOBAL,14,30,14,0,0,0,0,0.0,,
SMLISUZU,14,30,14,1,0,1,-4750,-4.75,774.5499877929688,667.0999755859375
SMLT,14,30,14,0,0,0,0,0.0,,
SMSLIFE,14,30,14,0,0,0,0,0.0,,
SMSPHARMA,14,30,14,1,0,1,-6350,-6.35,118.1500015258789,93.5
SNOWMAN,14,30,14,1,0,1,-8944,-8.94,58.0,40.900001525878906
SOBHA,14,30,14,1,0,1,-2515,-2.52,623.0499877929688,576.2000122070312
SOFTTECH,14,30,14,0,0,0,0,0.0,,
SOLARA,14,30,14,0,0,0,0,0.0,,
SOLARINDS,14,30,14,0,0,0,0,0.0,,
SOMANYCERA,14,30,14,3,2,1,170484,170.48,"22.229999542236328, 91.1500015258789, 614.3499755859375","36.25, 556.0, 503.04998779296875"
SONACOMS,14,30,14,0,0,0,0,0.0,,
SONATSOFTW,14,30,14,2,1,1,89516,89.52,"19.649999618530273, 12.768750190734863","12.824999809265137, 55.85625076293945"
SOTL,14,30,14,4,2,2,-9042,-9.04,"85.56999969482422, 135.94000244140625, 180.89999389648438, 322.6199951171875","88.0, 105.7699966430664, 207.52999877929688, 237.0500030517578"
SOUTHBANK,14,30,14,2,1,1,-150,-0.15,"16.126331329345703, 27.75","19.00942611694336, 22.299999237060547"
SOUTHWEST,14,30,14,1,1,0,33270,33.27,49.95000076293945,107.94999694824219
SPAL,14,30,14,0,0,0,0,0.0,,
SPANDANA,14,30,14,0,0,0,0,0.0,,
SPCENET,14,30,14,1,0,1,-17307,-17.31,1.2999999523162842,0.6499999761581421
SPECIALITY,14,30,14,2,1,1,16285,16.29,"160.14999389648438, 94.9000015258789","102.6500015258789, 176.14999389648438"
SPENCERS,14,30,14,0,0,0,0,0.0,,
SPIC,14,30,14,1,0,1,-11346,-11.35,26.549999237060547,16.399999618530273
SPLPETRO,14,30,14,1,1,0,4598,4.6,19.075000762939453,22.375
SPMLINFRA,14,30,14,3,0,3,-38376,-38.38,"241.8000030517578, 86.0, 133.75","130.0, 55.79999923706055, 88.44999694824219"
SREEL,14,30,14,1,0,1,-12701,-12.7,295.5,165.85000610351562
SRF,14,30,14,3,2,1,706598,706.6,"38.7400016784668, 89.55000305175781, 2621.050048828125","47.79999923706055, 2195.300048828125, 2211.35009765625"
SRHHYPOLTD,14,30,14,3,2,1,76695,76.7,"57.29999923706055, 51.400001525878906, 247.0500030517578","39.5, 150.0500030517578, 492.29998779296875"
SSWL,14,30,14,2,2,0,63149,63.15,"17.354999542236328, 28.18000030517578","17.014999389648438, 86.66500091552734"
STAR,14,30,14,3,0,3,-19587,-19.59,"315.8572998046875, 1178.951904296875, 690.2999877929688","273.2923278808594, 820.1100463867188, 534.75"
STARCEMENT,14,30,14,0,0,0,0,0.0,,
STARHEALTH,14,30,14,0,0,0,0,0.0,,
STARPAPER,14,30,14,2,1,1,182783,182.78,"22.350000381469727, 165.0500030517578","159.89999389648438, 146.35000610351562"
STCINDIA,14,30,14,1,0,1,-13351,-13.35,459.75,258.6000061035156
STEELCAS,14,30,14,0,0,0,0,0.0,,
STEELXIND,14,30,14,0,0,0,0,0.0,,
STEL,14,30,14,1,1,0,49649,49.65,31.799999237060547,85.8499984741211
STERTOOLS,14,30,14,2,1,1,244794,244.79,"19.860000610351562, 30.979999542236328","19.479999542236328, 285.20001220703125"
STLTECH,14,30,14,3,1,2,54503,54.5,"80.12999725341797, 63.25, 264.3999938964844","53.849998474121094, 218.4499969482422, 176.8000030517578"
STOVEKRAFT,14,30,14,0,0,0,0,0.0,,
STYLAMIND,14,30,14,0,0,0,0,0.0,,
STYRENIX,14,30,14,3,1,2,723,0.72,"342.20001220703125, 704.4500122070312, 1082.300048828125","553.0499877929688, 494.8500061035156, 756.9500122070312"
SUBEXLTD,14,30,14,1,1,0,51015,51.01,10.699999809265137,28.600000381469727
SUBROS,14,30,14,1,1,0,118560,118.56,48.04999923706055,239.39999389648438
SUDARSCHEM,14,30,14,1,0,1,-109,-0.11,84.16999816894531,79.3499984741211
SUMICHEM,14,30,14,0,0,0,0,0.0,,
SUMIT,14,30,14,0,0,0,0,0.0,,
SUMMITSEC,14,30,14,2,1,1,79561,79.56,"169.64999389648438, 671.1500244140625","617.4000244140625, 586.25"
SUNDARMFIN,14,30,14,3,1,2,169976,169.98,"154.15602111816406, 1370.711669921875, 2647.050048828125","1086.63134765625, 1203.25, 1897.9000244140625"
SUNDARMHLD,14,30,14,0,0,0,0,0.0,,
SUNDRMBRAK,14,30,14,2,0,2,-14069,-14.07,"526.9000244140625, 432.0","429.79998779296875, 316.45001220703125"
SUNDRMFAST,14,30,14,1,1,0,99687,99.69,100.30000305175781,438.79998779296875
SUNFLAG,14,30,14,3,1,2,-7935,-7.94,"30.950000762939453, 29.200000762939453, 39.95000076293945","24.75, 21.200000762939453, 47.599998474121094"
SUNPHARMA,14,30,14,1,1,0,119237,119.24,147.30499267578125,729.5
SUNTECK,14,30,14,1,1,0,23421,23.42,223.89999389648438,396.20001220703125
SUNTV,14,30,14,1,0,1,-5607,-5.61,428.0,347.1000061035156
SUPERHOUSE,14,30,14,1,1,0,9582,9.58,147.75,196.35000610351562
SUPRAJIT,14,30,14,1,1,0,418244,418.24,16.100000381469727,240.60000610351562
SUPREMEIND,14,30,14,1,1,0,314313,314.31,86.36000061035156,1006.2999877929688
SUPREMEINF,14,30,14,0,0,0,0,0.0,,
SUPRIYA,14,30,14,0,0,0,0,0.0,,
SURANAT&P,14,30,14,2,1,1,-13734,-13.73,"7.690000057220459, 4.809999942779541","3.509999990463257, 5.099999904632568"
SURYAROSNI,14,30,14,1,0,1,-9121,-9.12,45.75,31.549999237060547
SURYODAY,14,30,14,0,0,0,0,0.0,,
SUTLEJTEX,14,30,14,1,0,1,-3996,-4.0,54.04999923706055,47.099998474121094
SUVEN,14,30,14,0,0,0,0,0.0,,
SUVENPHAR,14,30,14,0,0,0,0,0.0,,
SUZLON,14,30,14,0,0,0,0,0.0,,
SVLL,14,30,14,0,0,0,0,0.0,,
SWANENERGY,14,30,14,1,0,1,-5453,-5.45,73.1500015258789,60.25
SWARAJENG,14,30,14,3,2,1,40451,40.45,"330.0, 347.95001220703125, 494.45001220703125","140.10000610351562, 379.29998779296875, 1444.6500244140625"
SWELECTES,14,30,14,1,1,0,87,0.09,228.1666717529297,247.89999389648438
SWSOLAR,14,30,14,0,0,0,0,0.0,,
SYMPHONY,14,30,14,0,0,0,0,0.0,,
SYNGENE,14,30,14,0,0,0,0,0.0,,
TAJGVK,14,30,14,3,1,2,-15755,-15.76,"157.6999969482422, 124.0, 140.1999969482422","112.8499984741211, 68.94999694824219, 165.14999389648438"
TAKE,14,30,14,1,0,1,-8562,-8.56,215.5,152.9499969482422
TALBROAUTO,14,30,14,2,1,1,7092,7.09,"11.710000038146973, 11.9399995803833","8.640000343322754, 16.770000457763672"
TANLA,14,30,14,2,2,0,301862,301.86,"12.75, 74.25","33.400001525878906, 694.5"
TARC,14,30,14,0,0,0,0,0.0,,
TARSONS,14,30,14,0,0,0,0,0.0,,
TASTYBITE,14,30,14,0,0,0,0,0.0,,
TATACHEM,14,30,14,1,0,1,-5727,-5.73,192.76028442382812,155.79104614257812
TATACOMM,14,30,14,2,2,0,16944,16.94,"191.92010498046875, 611.75","205.45571899414062, 914.25"
TATACONSUM,14,30,14,4,2,2,33285,33.28,"91.36000061035156, 91.51499938964844, 129.8000030517578, 321.3500061035156","74.6449966430664, 87.4000015258789, 148.8000030517578, 715.2999877929688"
TATAELXSI,14,30,14,4,2,2,131444,131.44,"159.97500610351562, 208.52499389648438, 985.3499755859375, 1835.300048828125","98.17500305175781, 647.4249877929688, 874.0, 7051.89990234375"
TATAINVEST,14,30,14,2,1,1,-1437,-1.44,"545.0999755859375, 672.7000122070312","501.70001220703125, 675.6500244140625"
TATAMOTORS,14,30,14,1,0,1,-700,-0.7,149.93182373046875,146.884521484375
TATAMTRDVR,14,30,14,0,0,0,0,0.0,,
TATAPOWER,14,30,14,1,0,1,-3330,-3.33,125.92508697509766,110.99144744873047
TATASTEEL,14,30,14,2,2,0,6352,6.35,"44.11647033691406, 103.4000015258789","52.10499954223633, 105.80000305175781"
TATVA,14,30,14,0,0,0,0,0.0,,
TBZ,14,30,14,1,0,1,-3048,-3.05,74.6500015258789,66.55000305175781
TCI,14,30,14,1,1,0,111846,111.85,55.38621520996094,262.25
TCIEXP,14,30,14,0,0,0,0,0.0,,
TCLCONS,14,30,14,1,1,0,8297,8.3,7.050000190734863,8.649999618530273
TCNSBRANDS,14,30,14,1,0,1,-9272,-9.27,781.5,530.7999877929688
TCPLPACK,14,30,14,0,0,0,0,0.0,,
TCS,14,30,14,2,2,0,72112,72.11,"368.1000061035156, 1556.175048828125","1195.6500244140625, 1826.0999755859375"
TDPOWERSYS,14,30,14,1,0,1,-6110,-6.11,66.98999786376953,53.040000915527344
TEAMLEASE,14,30,14,1,0,1,-4930,-4.93,3617.35009765625,3003.35009765625
TECHM,14,30,14,3,2,1,33410,33.41,"237.1125030517578, 670.5999755859375, 918.8499755859375","521.6500244140625, 565.5, 1000.0"
TECHNOE,14,30,14,2,1,1,24964,24.96,"274.6499938964844, 138.0500030517578","170.6999969482422, 308.95001220703125"
TEGA,14,30,14,0,0,0,0,0.0,,
TEJASNET,14,30,14,0,0,0,0,0.0,,
TEMBO,14,30,14,0,0,0,0,0.0,,
TEXINFRA,14,30,14,2,0,2,-13699,-13.7,"43.54999923706055, 70.19999694824219","30.399999618530273, 57.79999923706055"
TEXMOPIPES,14,30,14,1,1,0,23926,23.93,28.450000762939453,50.5
TEXRAIL,14,30,14,0,0,0,0,0.0,,
TFCILTD,14,30,14,4,2,2,-13651,-13.65,"33.45000076293945, 30.799999237060547, 39.04999923706055, 99.1500015258789","16.399999618530273, 26.299999237060547, 38.849998474121094, 118.8499984741211"
THANGAMAYL,14,30,14,0,0,0,0,0.0,,
THEINVEST,14,30,14,0,0,0,0,0.0,,
THEJO,14,30,14,0,0,0,0,0.0,,
THEMISMED,14,30,14,2,1,1,59905,59.91,"24.530000686645508, 15.835000038146973","16.489999771118164, 52.025001525878906"
THERMAX,14,30,14,1,0,1,-5740,-5.74,718.0,571.8499755859375
THOMASCOOK,14,30,14,1,0,1,-5807,-5.81,70.19999694824219,56.150001525878906
THOMASCOTT,14,30,14,0,0,0,0,0.0,,
THYROCARE,14,30,14,1,1,0,3518,3.52,758.25,858.0999755859375
TI,14,30,14,0,0,0,0,0.0,,
TIDEWATER,14,30,14,2,1,1,31172,31.17,"460.3374938964844, 2479.97998046875","1194.47998046875, 1111.300048828125"
TIIL,14,30,14,0,0,0,0,0.0,,
TIINDIA,14,30,14,0,0,0,0,0.0,,
TIL,14,30,14,4,0,4,-38802,-38.8,"507.29998779296875, 372.6000061035156, 618.5, 279.25","396.54998779296875, 297.6000061035156, 308.20001220703125, 163.4499969482422"
TIMETECHNO,14,30,14,0,0,0,0,0.0,,
TIPSINDLTD,14,30,14,2,0,2,-19483,-19.48,"6.145792007446289, 5.349899768829346","3.6215429306030273, 4.615231037139893"
TIRUMALCHM,14,30,14,1,1,0,8922,8.92,139.14999389648438,180.0500030517578
TIRUPATIFL,14,30,14,1,1,0,2151,2.15,8.428570747375488,9.100000381469727
TITAGARH,14,30,14,1,1,0,11655,11.66,71.91000366210938,102.0
TITAN,14,30,14,2,2,0,73318,73.32,"92.02999877929688, 462.75","223.5, 933.7000122070312"
TNPETRO,14,30,14,1,1,0,15444,15.44,50.45000076293945,79.1500015258789
TNPL,14,30,14,3,1,2,33740,33.74,"131.5, 111.19999694824219, 124.4000015258789","98.5, 95.8499984741211, 318.0"
TORNTPHARM,14,30,14,1,1,0,165598,165.6,94.11250305175781,616.5999755859375
TORNTPOWER,14,30,14,1,0,1,-111,-0.11,227.5500030517578,239.5
TPLPLASTEH,14,30,14,0,0,0,0,0.0,,
